# Entities with family relationships but no external identifiers
qid,english_label,english_description,fathers,mothers,children,spouses,has_p39_no_identifiers,has_p39_no_relatives
Q27987,,,,Q16401,Q31393,,No,No
Q2799,Toadstools,,,,Q2798;Q2798,,No,No
Q27990,,,,Q16401,Q19053,,No,No
Q27993,,,,Q16401,Q31397,,No,No
Q27996,,,,Q16401,Q31405,,No,No
Q27999,,,Q16406,Q16401,Q31397,,No,No
Q28002,,,,Q16401,Q31421,Q31425,No,No
Q28005,,,Q31429,Q28101,Q16401,,No,No
Q28008,,,,,Q16401,,No,No
Q2801,Neuropteroidea,,Q2803;Q2804;Q2803;Q2804,,Q946;Q946,,No,No
Q28011,,,,,Q16401,Q17515,No,No
Q28014,,,,,Q16401,Q17516,No,No
Q28017,,,,,Q16401,,No,No
Q2802,Panorpida,,Q2805;Q2806;Q2805;Q2806,,Q946;Q946,,No,No
Q28020,,,Q31433;Q31437,Q17524,,,No,No
Q28023,,,Q28026;Q28029;Q28032,,Q19073,,No,No
Q28026,,,Q31466;Q31470;Q28193,Q31454;Q31458;Q31462,,Q28023,No,No
Q28029,,,,,,Q28023,No,No
Q2803,Neuropterida,,Q152921;Q152922;Q152923;Q152921;Q152922;Q152923,,Q2801;Q2801,,No,No
Q28032,,,,Q31474,,Q28023,No,No
Q28035,,,Q17535,,Q28321,,No,No
Q28038,,,Q28050;Q28054,,,,No,No
Q2804,Coleopterida,,Q152924;Q152925;Q152924;Q152925,,Q2801;Q2801,,No,No
Q28041,,,Q28057;Q28060;Q28044;Q28064,,,,No,No
Q28044,,,Q31506;Q31518;Q31522;Q31494;Q31486;Q31514;Q31490;Q31498;Q31530;Q31502;Q31526;Q31510,Q28184;Q31478;Q31482,,Q28041,No,No
Q2805,Amphiesmenoptera,,Q152926;Q152927;Q152926;Q152927,,Q2802;Q2802,,No,No
Q28050,,,,,,Q28038,No,No
Q28054,,,,,Q46664,Q28038,No,No
Q28057,,,,,,Q28041,No,No
Q2806,Antliophora,,Q152928;Q152929;Q152930;Q152928;Q152929;Q152930,,Q2802;Q2802,,No,No
Q28060,,,,,,Q28041,No,No
Q28064,,,,,,Q28041,No,No
Q28068,,,Q19095,Q19194,,,No,No
Q28076,,,Q28080,,Q17501,,No,No
Q28080,,,,,Q28076,,No,No
Q28086,,,Q31534;Q29956;Q31538;Q31542,,Q19096,,No,No
Q28089,,,Q28095,,Q31546,,No,No
Q28092,,,Q28098,,Q31550,,No,No
Q28095,,,,Q31554,,Q28089,No,No
Q28098,,,Q31574;Q31570,Q31558;Q31562;Q31566,,Q28092,No,No
Q281,,,Q282;Q153115;Q153115;Q282;Q153115,Q30084,,,No,No
Q28101,,,Q31429;Q31598;Q28104;Q31602;Q31606;Q31610,Q28005;Q31590;Q31594,Q31578,Q31582,No,No
Q28104,,,,Q18642,Q28101,,No,No
Q28107,,,Q28113;Q28116;Q28119,,,,No,No
Q28113,,,,,,Q28107,No,No
Q28116,,,,Q31614,,Q28107,No,No
Q28119,,,,,,Q28107,No,No
Q28122,,,,,Q16420,,No,No
Q28126,,,Q28130;Q28134,,,,No,No
Q28130,,,Q31650;Q31646;Q19122;Q31658;Q31678;Q31634;Q19123;Q31642;Q31670;Q31638;Q31654;Q31662;Q31666;Q31674,Q31618;Q31622;Q31626;Q31630,,Q28126,No,No
Q28134,,,,,,Q28126,No,No
Q28138,,,,,Q17562,Q27963,No,No
Q2814,Polyneoptera,,Q152936;Q152937;Q152936;Q152937,,Q152935;Q152935,,No,No
Q28142,,,Q28172;Q28154,,Q31690,,No,No
Q28146,,,Q28157;Q28160,,,,No,No
Q2815,Embioptera (webspinners),,,,Q152936;Q152936,,No,No
Q28150,,,Q28166;Q28163,,,,No,No
Q28154,,,Q31734;Q31742;Q31726;Q31730;Q31738,Q31710;Q31714;Q19145;Q19146;Q31718;Q31722;Q35836,,Q28142,No,No
Q28157,,,,,,Q28146,No,No
Q2816,Phasmatodea (stick insects),,,,Q152936;Q152936,,No,No
Q28160,,,,,,Q28146,No,No
Q28163,,,,,,Q28150,No,No
Q28166,,,,,,Q28150,No,No
Q2817,Mantophasmatodea (gladiators),,,,Q152937;Q152937,,No,No
Q28172,,,,,,Q28142,No,No
Q28175,,,Q28184;Q17578,Q16420,Q31758,,No,No
Q28178,,,,,Q16420,,No,No
Q2818,Grylloblattodea (ice crawlers),,,,Q152937;Q152937,,No,No
Q28181,,,,,Q16420,,No,No
Q28184,,,Q31530;Q31502,Q28044,Q16420,Q28175,No,No
Q28187,,,,,Q16420,,No,No
Q28190,,,,Q31814,Q16420,,No,No
Q28193,,,Q28196,,Q28026,,No,No
Q28196,,,,Q31818,Q28193,,No,No
Q282,Benzette Hesperides,,Q283;Q283,,,Q281;Q281;Q30084,No,No
Q28200,,,,Q18628,Q16426,,No,No
Q28203,,,,,Q16426,,No,No
Q28217,,,Q31850;Q31854;Q19196,Q18643,Q16430,,No,No
Q2822,Latimeria,,,,Q152954;Q152954,,No,No
Q2823,Diplocercides,,,,Q152954;Q152954,,No,No
Q28261,,,Q19215;Q19216,Q28265,Q19213,Q31907,No,No
Q28265,,,Q19215;Q19216,Q28261;Q30118,Q19217,,No,No
Q28269,,,Q28273,,Q31911,,No,No
Q28273,,,Q19220;Q19221,Q19219,,Q28269,No,No
Q2829,†Osteolepiformes,,,,Q152957;Q152957,,No,No
Q283,,,Q284;Q284,,,Q282;Q53659;Q282;Q30088,No,No
Q2831,†Tristichopteridae,,,,Q152958;Q152958,,No,No
Q28313,,,Q31943;Q19231,Q19230,,,No,No
Q28325,,,Q28329;Q17626,Q16440,Q31947,,No,No
Q28329,,,,,Q16440,Q28325,No,No
Q284,,,Q285;Q152392;Q152393;Q152392;Q152393;Q285;Q152392;Q152393,,,Q283;Q283,No,No
Q285,,,Q152394;Q152394;Q152394,,,Q284;Q284,No,No
Q2856,IJK,,Q1171;Q152983;Q152983;Q1171,,Q1167;Q1167,,No,No
Q286,Family of Unknown and Wife,,Q282,,,,No,No
Q28986,SAMBHŪTA 5,,Q2381;Q52544,,Q2384;Q52556,,No,No
Q29089,,,Q29097;Q29101,Q16736,Q19670,Q29887,No,No
Q291,Family of Unknown and Unknown,,Q283,,,,No,No
Q29101,,,Q19671,Q18710,Q16736,Q29089,No,No
Q29269,,,Q32842;Q32846,Q32838,Q26859,,No,No
Q29312,Darab,,Q2465;Q52880,,Q2464;Q52872,,No,No
Q29360,Vishtaspa,,Q2477;Q52938,,Q2475;Q52930,,No,No
Q29623,,,Q18559;Q33285;Q31578;Q33289,Q27031;Q33281,Q33277,,No,No
Q29758,1  Haplogroup G,,Q29762;Q53334,,Q152981,,No,No
Q29762,2  Haplogroup G,,Q29778;Q53350,,Q29758;Q53330,,No,No
Q29766,Malcolm  Mureybet,,Q29790;Q53362,,Q29770;Q53342,Q29782;Q53354,No,No
Q29770,George  Gobekli,,Q29766;Q53338,Q29782;Q53354,Q29774;Q53346,,No,No
Q29774,4  Haplogroup G,,Q29770;Q53342,,Q29778;Q53350,,No,No
Q29778,3  Haplogroup G,,Q29774;Q53346,,Q29762;Q53334,,No,No
Q29782,Xenia  Haplogroup X,,Q29766;Q53338,Q29770;Q53342,Q29786;Q53358,,No,No
Q29786,Yakub  Haplogroup T,,Q29782;Q53354,,Q152986,,No,No
Q29790,Jerichus  Founder of Jericho,,Q29834;Q53406,,Q29766;Q53338,,No,No
Q29794,7  Haplogroup J1,,,,Q29798;Q53370,,No,No
Q29798,6  Haplogroup J1,,Q29794;Q53366,,Q29802;Q53374,,No,No
Q29802,5  Haplogroup J1,,Q29798;Q53370,,Q29806;Q53378,,No,No
Q29806,4  Haplogroup J1,,Q29802;Q53374,,Q29810;Q53382,,No,No
Q29810,Generation 3  Haplogroup J1,,Q29806;Q53378,,Q29710;Q53282,,No,No
Q29814,Horus Parallel  Haplogroup G2,,Q29898;Q53470,,Q29818;Q53390,,No,No
Q29818,Greek Parallel  Haplogroup G2,,Q29814;Q53386,,Q29822;Q53394,,No,No
Q29822,Helleno-Armenian Parallel  Haplogroup G2,,Q29818;Q53390,,Q29826;Q53398,,No,No
Q29826,South Indo European Parallel  Haplogroup G2,,Q29822;Q53394,,Q29830;Q53402,,No,No
Q29830,Anatolian Parallel  Haplogroup G2,,Q29826;Q53398,,Q29834;Q53406,,No,No
Q29834,Manu Parallel  Haplogroup G2,,Q29830;Q53402,,Q29790;Q53362,,No,No
Q29838,Ötzi  The Iceman,,,,Q29842;Q53414,,No,No
Q29842,Gen 1  Haplogroup G2,,Q29838;Q53410,,Q29846;Q53418,,No,No
Q29846,Gen 2  Haplogroup G2,,Q29842;Q53414,,Q29850;Q53422,,No,No
Q29850,Gen 3  Haplogroup G2,,Q29846;Q53418,,Q29854;Q53426,,No,No
Q29854,Gen 4  Haplogroup G2,,Q29850;Q53422,,Q29858;Q53430,,No,No
Q29858,Gen 5  Haplogroup G2,,Q29854;Q53426,,Q29862;Q53434,,No,No
Q29862,Gen 6  Haplogroup G2,,Q29858;Q53430,,Q29866;Q53438,,No,No
Q29866,Gen 7  Haplogroup G2,,Q29862;Q53434,,Q29870;Q53442,,No,No
Q29870,Gen 8  Haplogroup G2,,Q29866;Q53438,,Q29874;Q53446,,No,No
Q29874,Udul-kalama (Gen 9)  Haplogroup G2,,Q29870;Q53442,,Q29878;Q53450,,No,No
Q29878,Gen 10  Haplogroup G2,,Q29874;Q53446,,Q29882;Q53454,,No,No
Q29882,Gen 11  Haplogroup G2,,Q29878;Q53450,,Q29886;Q53458,,No,No
Q29886,Gen 12  Haplogroup G2,,Q29882;Q53454,,Q29890;Q53462,,No,No
Q29887,,,Q29089;Q33569;Q33573;Q33577;Q18708;Q20033;Q18709;Q33581;Q20034,Q19670,Q17019,Q29884,No,No
Q29890,Gen 13 (Enmerkar)  Haplogroup G2,,Q29886;Q53458,,Q29894;Q53466,,No,No
Q29894,Gen 14  Haplogroup G2,,Q29890;Q53462,,Q29898;Q53470,,No,No
Q29898,Gen 15 (Dumuzi)  Haplogroup G2,,Q29894;Q53466,,Q29814;Q53386,,No,No
Q29902,NN,,,,,Q2612;Q53478,No,No
Q29926,Apollodotus  I,,Q2616;Q53494,,Q2618;Q53502,,No,No
Q29939,Alexandria  of Bactria,,Q2619;Q53506,,,Q29943;Q53514,No,No
Q29943,Sundari Maurya  Magadha,,Q29939;Q53510,,Q2188,,No,No
Q29947,King VRIHADRATHA,,Q28308;Q52264,,Q153399,Q51352;Q70088,No,No
Q29951,Sahdev  DIWAKAR,,Q153485,,Q2123,,No,No
Q29955,BRIHADBAL  TAKSHAKA,,Q153548,,Q153556,,No,No
Q29959,SUHOTRA \ VAITITHI  VAITITHI \Brihatkshatra,,Q153447,Q153453,Q153462,,No,No
Q29963,Vaivaswat Manu,,Q28982;Q153453;Q153508;Q52548;Q52548;Q52548;Q153453;Q153508;Q52548;Q153453;Q153508;Q153453;Q153508;Q153453;Q153508,,Q1991;Q1991;Q1991;Q1991;Q1991;Q1991;Q1991,Q153460;Q153460;Q153460;Q153460;Q153460,No,No
Q29967,"Prasusruta, King of Kosala",,Q2227,,Q2234,,No,No
Q29971,"Agnivarna, King of Kosala",,Q153578,,Q29979;Q53550,,No,No
Q29975,Sumati \ Tansu  Tansu \Matinara,,Q153495,,Q2137,,No,No
Q29979,SUDARSHAN  DHRUVASANDHI,,Q29971;Q53542,,Q2250,,No,No
Q29983,RICHEYU \ ANADHRISHTI  ANADHRISHTI \Raudraswa,,Q2137,,Q153533,Q50697;Q69686,No,No
Q29987,Unknown,,Q153494,,Q29991;Q53563,Q29995;Q53567,No,No
Q29991,Unknown,,Q29987;Q30020;Q53559;Q53591,Q29995;Q53567,Q2151,,No,No
Q29995,Unknown,,Q29987;Q30020;Q53559;Q53591,Q29991;Q53563,,Q2152,No,No
Q29999,BALA (SHILA)  PARIPATRA,,Q2280,,Q30003;Q53575,,No,No
Q30003,PARIPATRA,,Q29999;Q53571,,Q28223;Q52180,,No,No
Q30007,"CHANDRA \ SOMA (Haoma), the moon-god Indu  SOMA (Haoma), the moon-god Indu \Atri",,Q153509,,,Q153507,No,No
Q30011,BHAGIRATHA  son of Dilīpa,,Q28364;Q2359;Q52320;Q52456,,Q28388;Q52344,Q51412;Q70124,No,No
Q30015,Unknown,,Q153520,Q2159,Q30024;Q53595,Q30020;Q53591,No,No
Q30020,Unknown,,Q30015;Q53587,Q30024;Q53595,Q29991;Q53563,Q29995;Q53567,No,No
Q30024,Unknown,,Q30015;Q53587,Q30020;Q53591,Q1952,,No,No
Q30048,Bios-Neos  Eukaryota,,Q152430,,Q30052;Q53623,,No,No
Q30052,Protea  Eukaryota,,Q30048;Q53619,,Q30056;Q53627,,No,No
Q30056,Theron  Eukaryota,,Q30052;Q53623,,Q30060;Q53631,,No,No
Q30060,Resan  Eukaryota,,Q30056;Q53627,,Q152426,Q152427,No,No
Q30064,Vigirus  The Virus,,Q152424,,Q30068;Q53639,,No,No
Q30068,Viros Sol  The Virus,,Q30064;Q53635,,Q30032;Q53603,,No,No
Q30127,,,Q18519;Q18520;Q30131;Q17107;Q18527,Q18516,,,No,No
Q30131,,,,,Q18516,Q30127,No,No
Q30135,,,,,Q18516,Q33882,No,No
Q30360,,,,Q32846,Q27365,,No,No
Q30400,,,,Q17176,Q31578,Q31582,No,No
Q30408,,,Q30424;Q18655,Q17183,,,No,No
Q30412,,,Q34314;Q34310;Q34306,,Q17183,,No,No
Q30416,,,,Q20354,Q17183,,No,No
Q30420,,,Q20356,Q20355,Q17183,,No,No
Q30424,,,,Q18688,Q17183,Q30408,No,No
Q31352,,,Q32495;Q32507;Q32511;Q32515,Q92617;Q92613,Q31303,Q90089,No,No
Q31369,,,,,Q17501,Q19040,No,No
Q31373,,,,,Q17501,,No,No
Q31377,,,,,Q17501,,No,No
Q31381,,,,,Q17501,,No,No
Q31429,,,,Q20840,Q28101,Q28005,No,No
Q31474,,,,Q28032,Q31578,Q31582,No,No
Q31478,,,Q31506;Q31518;Q31522;Q31494;Q31486;Q31514,Q28044,,,No,No
Q31482,,,Q31526;Q31510,Q28044,,,No,No
Q31486,,,Q35675;Q35679;Q35671;Q20851,Q31702;Q35667,Q28044,Q31478,No,No
Q31490,,,,,Q28044,,No,No
Q31494,,,,Q20854,Q28044,Q31478,No,No
Q31498,,,Q18518;Q18529,Q18516,Q28044,,No,No
Q31502,,,,Q35683,Q28044,Q28184,No,No
Q31506,,,,,Q28044,Q31478,No,No
Q31510,,,,,Q28044,Q31482,No,No
Q31514,,,,,Q28044,Q31478,No,No
Q31518,,,,,Q28044,Q31478,No,No
Q31522,,,,,Q28044,Q31478,No,No
Q31526,,,,,Q28044,Q31482,No,No
Q31530,,,,Q19086,Q28044,Q28184,No,No
Q31578,,,Q35735;Q35739;Q31474;Q28101;Q31586;Q30400,Q31582;Q33972,Q29623,Q33281,No,No
Q31582,,,Q35735;Q35739;Q31474;Q28101;Q31586;Q30400,Q31578,,,No,No
Q31586,,,,,Q31578,Q31582,No,No
Q31590,,,Q31610,Q28101,,,No,No
Q31594,,,Q31606,Q28101,,,No,No
Q31598,,,,,Q28101,,No,No
Q31602,,,,,Q28101,,No,No
Q31606,,,,Q20874,Q28101,Q31594,No,No
Q31610,,,,,Q28101,Q31590,No,No
Q31614,,,Q20876,Q28116,Q20875,,No,No
Q31618,,,Q31662;Q31666;Q31674,Q28130,Q35743,,No,No
Q31622,,,Q31650;Q31646;Q19122,Q28130,,,No,No
Q31626,,,Q31638;Q31654,Q28130,,,No,No
Q31630,,,,Q28130,,,No,No
Q31634,,,,Q20900,Q28130,,No,No
Q31638,,,,Q20901,Q28130,Q31626,No,No
Q31642,,,,,Q28130,,No,No
Q31646,,,,,Q28130,Q31622,No,No
Q31650,,,,,Q28130,Q31622,No,No
Q31654,,,,Q20902,Q28130,Q31626,No,No
Q31658,,,,,Q28130,,No,No
Q31662,,,,Q35779,Q28130,Q31618,No,No
Q31666,,,,,Q28130,Q31618,No,No
Q31670,,,,,Q28130,,No,No
Q31674,,,,,Q28130,Q31618,No,No
Q31678,,,,,Q28130,,No,No
Q31682,,,,,Q19122,Q20879,No,No
Q31686,,,,,Q17562,,No,No
Q31690,,,Q28142,,,,No,No
Q31694,,,,Q17568,Q17594,,No,No
Q31698,,,Q35787;Q35783;Q20904;Q20907,Q31774,Q17568,,No,No
Q31702,,,,Q31486,Q17568,,No,No
Q31706,,,Q35791;Q35795;Q20910,Q20908,Q17568,,No,No
Q31710,,,Q31734;Q31742,Q28154,Q17626,Q19195,No,No
Q31714,,,Q31726,Q28154,Q35799,Q35803,No,No
Q31718,,,,Q28154,Q35816,,No,No
Q31722,,,Q31730,Q28154,Q35820,Q35824,No,No
Q31726,,,Q20922;Q35832;Q20923;Q20924,Q35828;Q20920;Q19164,Q28154,Q31714,No,No
Q31730,,,,,Q28154,Q31722,No,No
Q31734,,,,,Q28154,Q31710,No,No
Q31738,,,,,Q28154,Q35836,No,No
Q31742,,,,,Q28154,Q31710,No,No
Q31746,,,Q19158,Q17576,,,No,No
Q31750,,,Q31754,Q17576,,,No,No
Q31754,,,,,Q17576,Q31750,No,No
Q31758,,,Q35860;Q35864;Q35868;Q28175;Q35844;Q35852;Q35856;Q35848,Q20927;Q40084,Q32846,Q35840,No,No
Q31762,,,Q31774;Q19162,Q17578,,,No,No
Q31766,,,,,Q17578,,No,No
Q31770,,,,Q20876,Q17578,,No,No
Q31774,,,Q35787;Q35783;Q20904,Q31698,Q17578,Q31762,No,No
Q31778,,,,,Q17578,,No,No
Q31782,,,,Q20946,Q17578,,No,No
Q31786,,,,Q35900,Q17578,,No,No
Q31790,,,,,Q17578,,No,No
Q31794,,,,Q20948,Q17578,,No,No
Q31798,,,,Q35904,Q17578,,No,No
Q31802,,,,Q20950,Q17578,,No,No
Q31806,,,Q31810,Q17579,Q20951,Q35908,No,No
Q31810,,,Q35912;Q20954;Q35916;Q35920,,Q17579,Q31806,No,No
Q31814,,,Q35932;Q35928,Q28190,Q20957,Q35924,No,No
Q31818,,,Q20966;Q20908;Q20963;Q20964;Q20962;Q20965,Q28196;Q20961,Q18644,Q34234,No,No
Q31838,,,,Q17594,Q18631,,No,No
Q31842,,,,Q17594,Q18679,Q34366,No,No
Q31846,,,,Q17594,Q36008,,No,No
Q31850,,,,Q20356,Q18643,Q28217,No,No
Q31854,,,,Q35848,Q18643,Q28217,No,No
Q31895,,,Q31899;Q28301,Q17607,Q36120,,No,No
Q31899,,,Q21029;Q36128;Q36132;Q36136;Q35812;Q31903,Q36124,Q17607,Q31895,No,No
Q31903,,,Q36145,Q36141,Q31899,,No,No
Q31911,,,Q36165;Q28269,,Q29535,,No,No
Q31943,,,Q36229,,Q19230,Q28313,No,No
Q31947,,,Q34230;Q36237;Q34258;Q36241;Q31951;Q19235;Q19237;Q28325,Q34682;Q36233,Q18623,,No,No
Q31951,,,Q36249;Q35743,Q36245,Q31947,,No,No
Q145417,,,Q145420;Q145419;Q145418;Q145420;Q145419;Q145418,Q142413;Q142413;Q142413;Q142413,Q122812;Q122812;Q122812,Q129083;Q129083;Q129083,No,No
Q145443,,,Q142423;Q142423,Q143789;Q143789,Q117908;Q117908,Q119338;Q119338,No,No
Q145454,,,Q145458;Q145455;Q145456;Q145457;Q145458;Q145455;Q145456;Q145457,Q142427;Q142427,Q128629;Q128629,Q149921;Q149921,No,No
Q145483,,,Q145410;Q142443;Q145421;Q144874;Q145484;Q145410;Q142443;Q145421;Q144874;Q145484,Q142666;Q142666,Q122713;Q122713;Q122713,Q129073;Q129073;Q129073,No,No
Q145484,,,,Q145416;Q146817;Q145416;Q146817,Q142666;Q142666,Q145483;Q145483,No,No
Q146516,,,Q120944;Q120944,,Q143544;Q143544,Q143254;Q143254,No,No
Q146544,,,Q146546;Q146546,Q143277;Q143277,Q147019;Q147019,Q121690;Q121690,No,No
Q146545,,,Q146549;Q146548;Q146547;Q124733;Q146549;Q146548;Q146547;Q124733,Q143277;Q143277,Q146588;Q146588,Q146865;Q146865,No,No
Q146547,,,Q151277;Q151278;Q151279;Q151280;Q151281;Q151282;Q151277;Q151278;Q151279;Q151280;Q151281;Q151282,Q147167;Q147167,Q143277;Q143277,Q146545;Q146545,No,No
Q146548,,,Q151283;Q151284;Q151283;Q151284,Q151242;Q151242,Q143277;Q143277,Q146545;Q146545,No,No
Q146549,,,,,Q143277;Q143277,Q146545;Q146545,No,No
Q146570,,,Q121704;Q121706;Q121708;Q121710;Q127272;Q121704;Q121706;Q121708;Q121710;Q127272,Q143566;Q121450;Q143566;Q121450,Q126610;Q126610;Q126610,Q121388;Q121388;Q121388,No,No
Q146581,,,Q121606;Q127986;Q143286;Q121973;Q121606;Q127986;Q143286;Q121973,Q146582;Q146582,,,No,No
Q146582,,,Q121606;Q127986;Q143286;Q121973;Q121606;Q127986;Q143286;Q121973,Q146581;Q146581,Q117455;Q117455,Q117457;Q117457,No,No
Q146583,,,Q127553;Q127551;Q127553;Q127551,Q143579;Q121644;Q121644;Q143579;Q121644;Q121644,Q143289;Q143289,Q143838;Q143838,No,No
Q146589,,,Q115986;Q115986,Q119607;Q119607,,,No,No
Q146590,,,,Q147333;Q147333,Q115992;Q115992,Q114337;Q114337,No,No
Q146591,,,Q121578;Q121578,Q117946;Q121574;Q121576;Q117946;Q121574;Q121576,Q115992;Q115992,Q114337;Q114337,No,No
Q146592,,,,Q121584;Q121584,Q115992;Q115992,Q114337;Q114337,No,No
Q146593,,,,,Q116901;Q116901,Q120874;Q120874,No,No
Q146594,,,Q124942;Q126447;Q124942;Q126447,,Q116891;Q116891,Q120846;Q120846,No,No
Q146595,,,Q116056;Q116056,Q113788;Q116030;Q113788;Q116030,Q143296;Q143296,Q114752;Q114752,No,No
Q146596,,,Q119463;Q146882;Q119463;Q146882,Q146866;Q146866;Q146866;Q146866,Q143296;Q143296,Q143837;Q143837,No,No
Q146599,,,Q147336;Q147334;Q147335;Q122865;Q147336;Q147334;Q147335;Q122865,Q143781;Q143781;Q143781;Q143781,Q119531;Q119531,Q119798;Q119798,No,No
Q146600,,,Q122873;Q122877;Q122875;Q122879;Q122881;Q122873;Q122877;Q122875;Q122879;Q122881,Q143782;Q143782;Q143782;Q143782,Q119531;Q119531,Q119798;Q119798,No,No
Q146601,,,,,Q119531;Q119531,Q119798;Q119798,No,No
Q146602,,,,Q116032;Q116032,Q143298;Q143298,Q121444;Q121444,No,No
Q146617,,,Q116002;Q143786;Q116004;Q116006;Q116002;Q143786;Q116004;Q116006,Q143299;Q143299,Q119646;Q119646,,No,No
Q146621,,,Q146622;Q128667;Q128665;Q146622;Q128667;Q128665,Q123223;Q144456;Q144456;Q123223;Q144456;Q144456,Q127732;Q127732,Q147402;Q147402,No,No
Q146632,,,Q148402;Q148400;Q127862;Q148401;Q127856;Q127864;Q127866;Q148402;Q148400;Q127862;Q148401;Q127856;Q127864;Q127866,Q144465;Q144465,Q143302;Q143302,Q146631;Q146631,No,No
Q146653,,,Q143313;Q143313,Q120610;Q120610;Q120610;Q120610,,,No,No
Q146655,,,Q143315;Q143315,Q118112;Q118112,,,No,No
Q146663,,,,,Q130981;Q119320;Q119320,,No,No
Q146693,,,,,Q116547;Q116547,Q120386;Q120386,No,No
Q146709,,,Q116875;Q114193;Q116875;Q114193,Q116873;Q116873;Q116873;Q116873,,,No,No
Q146716,,,Q146717;Q143451;Q146718;Q146719;Q146717;Q143451;Q146718;Q146719,Q143362;Q143362,Q148252;Q148252,,No,No
Q146717,,,,,Q146716;Q146716,Q143362;Q143362,No,No
Q146718,,,,,Q146716;Q146716,Q143362;Q143362,No,No
Q146719,,,,,Q146716;Q146716,Q143362;Q143362,No,No
Q146720,,,,Q143363;Q143363,,,No,No
Q146723,,,Q124952;Q124952,,Q121231;Q121231;Q121231,Q126922;Q126922;Q126922,No,No
Q146759,,,Q115570;Q115570,Q118981;Q118981,,,No,No
Q146760,,,Q122841;Q143515;Q122839;Q122841;Q143515;Q122839,Q117906;Q117906,Q122837;Q122837,Q120760;Q120760,No,No
Q146761,,,,,Q143439;Q143439,Q114722;Q114722,No,No
Q146762,,,,,Q120602;Q120602,Q120604;Q120604,No,No
Q146769,,,Q143401;Q143402;Q143401;Q143402,Q125306;Q125306,,,No,No
Q146817,,,Q122824;Q149921;Q122905;Q122907;Q122909;Q122824;Q149921;Q122905;Q122907;Q122909,Q144462;Q145484;Q117896;Q144462;Q144462;Q145484;Q117896;Q144462,Q143429;Q143429,Q143739;Q143739,No,No
Q146818,,,Q129203;Q129201;Q129203;Q129201,Q122810;Q122810,,,No,No
Q146825,,,Q122527;Q122527,Q126337;Q126337,,,No,No
Q146861,,,,,Q117942;Q117942,Q143450;Q143450,No,No
Q146862,,,Q114746;Q118228;Q114746;Q118228,Q143483;Q143483;Q143483;Q143483,,,No,No
Q146864,,,Q112865;Q114832;Q114748;Q112865;Q114832;Q114748,Q146863;Q146863;Q146863;Q146863,,,No,No
Q146865,,,Q146545;Q151273;Q119436;Q151274;Q119449;Q119441;Q119443;Q119447;Q119451;Q151275;Q146545;Q151273;Q119436;Q151274;Q119449;Q119441;Q119443;Q119447;Q119451;Q151275,Q146588;Q146588,Q114754;Q114754,Q143514;Q143514,No,No
Q146866,,,Q119463;Q146882;Q119463;Q146882,Q116038;Q146596;Q146596;Q116038;Q146596;Q146596,Q114754;Q114754,Q143514;Q143514,No,No
Q146867,,,Q118232;Q147360;Q118232;Q147360,Q114756;Q114756,Q118020;Q118020,Q114620;Q114620,No,No
Q146868,,,Q118050;Q118050,Q114647;Q114647,,,No,No
Q146869,,,Q115810;Q4238;Q146870;Q115810;Q4238;Q146870,Q143455;Q143455;Q143455;Q143455,Q112885;Q112885,,No,No
Q146870,,,Q148391;Q148391,Q146881;Q146881;Q146881;Q146881,Q146869;Q146869,Q143455;Q143455,No,No
Q146871,,,,,Q143456;Q143456,Q118254;Q118254,No,No
Q146874,,,,,Q119280;Q119280,Q124381;Q124381,No,No
Q146875,,,,,Q119792;Q119792,Q125222;Q125222,No,No
Q146876,,,,Q125274;Q125274,Q116112;Q116112,Q119806;Q119806,No,No
Q146877,,,,,Q116112;Q116112,Q119806;Q119806,No,No
Q146878,,,Q146880;Q114842;Q146879;Q118326;Q146880;Q114842;Q146879;Q118326,Q112867;Q112867;Q112867;Q112867,Q118320;Q118320,Q115880;Q115880,No,No
Q146879,,,Q118332;Q118332,Q116064;Q116064,Q112867;Q112867,Q146878;Q146878,No,No
Q146880,,,Q148394;Q148394,Q116060;Q116060;Q116060;Q116060,Q112867;Q112867,Q146878;Q146878,No,No
Q146881,,,Q148391;Q148391,Q146870;Q146870;Q146870;Q146870,Q112867;Q112867,Q114836;Q114836,No,No
Q146882,,,Q146884;Q146884,Q143462;Q122992;Q143462;Q122992,Q146866;Q146866,Q146596;Q146596,No,No
Q146883,,,Q125230;Q125230,Q143462;Q143462,,,No,No
Q146884,,,,,Q143462;Q143462,Q146882;Q146882,No,No
Q146885,,,,,Q143462;Q143462,Q125228;Q125228,No,No
Q146886,,,,,Q143462;Q143462,Q125228;Q125228,No,No
Q146895,,,Q149450;Q149450,Q146682;Q147087;Q146682;Q147087,Q124565;Q124565,Q119370;Q119370,No,No
Q146896,,,,,Q124565;Q124565,Q119370;Q119370,No,No
Q146909,,,Q117069;Q117069,Q121135;Q121135;Q121135;Q121135,Q120526;Q120526;Q120526,Q126095;Q126095;Q126095,No,No
Q146910,,,Q110960;Q143486;Q110958;Q110962;Q110964;Q110960;Q143486;Q110958;Q110962;Q110964,Q143499;Q143499;Q143499;Q143499,Q146654;Q146654,Q110120;Q110120,No,No
Q146935,,,Q116625;Q116625,,,,No,No
Q146946,,,,,Q143493;Q143493,,No,No
