"Score","ID 1","Name 1","Birth date 1","Death date 1","Relatives 1","ID 2","Name 2","Birth date 2","Death date 2","Relatives 2"
"45%","4581","Hittite Ancestors Generation 7","","","Father: Hittite Ancestors Generation 8
Children: Hittite Ancestors Generation 6","4632","Helleno-Armenian Parallel Hittite Ancestors Generation 50","","","Father: South Indo Europoean Parallel Hittite Ancestors Generation 51
Children: Greek parallel Hittite Ancestors Generation 49"
"45%","4582","Hittite Ancestors Generation 8","","","Father: Hittite Ancestors Generation 9
Children: Hittite Ancestors Generation 7","4585","Hittite Ancestors Generation 11","","","Father: Hittite Ancestors Generation 12
Children: Hittite Ancestors Generation 10"
"45%","4582","Hittite Ancestors Generation 8","","","Father: Hittite Ancestors Generation 9
Children: Hittite Ancestors Generation 7","4587","Hittite Ancestors Generation 12","","","Father: Hittite Ancestors Generation 13
Children: Hittite Ancestors Generation 11"
"45%","4582","Hittite Ancestors Generation 8","","","Father: Hittite Ancestors Generation 9
Children: Hittite Ancestors Generation 7","4588","Hittite Ancestors Generation 13","","","Father: Hittite Ancestors Generation 14
Children: Hittite Ancestors Generation 12"
"45%","4582","Hittite Ancestors Generation 8","","","Father: Hittite Ancestors Generation 9
Children: Hittite Ancestors Generation 7","4589","Hittite Ancestors Generation 14","","","Father: Hittite Ancestors Generation 15
Children: Hittite Ancestors Generation 13"
"45%","4582","Hittite Ancestors Generation 8","","","Father: Hittite Ancestors Generation 9
Children: Hittite Ancestors Generation 7","4590","Hittite Ancestors Generation 15","","","Father: Hittite Ancestors Generation 16
Children: Hittite Ancestors Generation 14"
"45%","4582","Hittite Ancestors Generation 8","","","Father: Hittite Ancestors Generation 9
Children: Hittite Ancestors Generation 7","4592","Hittite Ancestors Generation 16","","","Father: Hittite Ancestors Generation 17
Children: Hittite Ancestors Generation 15"
"45%","4582","Hittite Ancestors Generation 8","","","Father: Hittite Ancestors Generation 9
Children: Hittite Ancestors Generation 7","4593","Hittite Ancestors Generation 17","","","Father: Hittite Ancestors Generation 18
Children: Hittite Ancestors Generation 16"
"45%","4582","Hittite Ancestors Generation 8","","","Father: Hittite Ancestors Generation 9
Children: Hittite Ancestors Generation 7","4594","Hittite Ancestors Generation 18","","","Father: Hittite Ancestors Generation 19
Children: Hittite Ancestors Generation 17"
"45%","4582","Hittite Ancestors Generation 8","","","Father: Hittite Ancestors Generation 9
Children: Hittite Ancestors Generation 7","4595","Hittite Ancestors Generation 19","","","Father: Hittite Ancestors Generation 20
Children: Hittite Ancestors Generation 18"
"45%","4582","Hittite Ancestors Generation 8","","","Father: Hittite Ancestors Generation 9
Children: Hittite Ancestors Generation 7","4596","Hittite Ancestors Generation 20","","","Father: Hittite Ancestors Generation 21
Children: Hittite Ancestors Generation 19"
"45%","4582","Hittite Ancestors Generation 8","","","Father: Hittite Ancestors Generation 9
Children: Hittite Ancestors Generation 7","4597","Hittite Ancestors Generation 21","","","Father: Hittite Ancestors Generation 22
Children: Hittite Ancestors Generation 20"
"45%","4582","Hittite Ancestors Generation 8","","","Father: Hittite Ancestors Generation 9
Children: Hittite Ancestors Generation 7","4599","Hittite Ancestors Generation 22","","","Father: Hittite Ancestors Generation 23
Children: Hittite Ancestors Generation 21"
"45%","4582","Hittite Ancestors Generation 8","","","Father: Hittite Ancestors Generation 9
Children: Hittite Ancestors Generation 7","4600","Hittite Ancestors Generation 23","","","Father: Hittite Ancestors Generation 24
Children: Hittite Ancestors Generation 22"
"45%","4582","Hittite Ancestors Generation 8","","","Father: Hittite Ancestors Generation 9
Children: Hittite Ancestors Generation 7","4601","Hittite Ancestors Generation 24","","","Father: Hittite Ancestors Generation 25
Children: Hittite Ancestors Generation 23"
"45%","4582","Hittite Ancestors Generation 8","","","Father: Hittite Ancestors Generation 9
Children: Hittite Ancestors Generation 7","4603","Hittite Ancestors Generation 25","","","Father: Hittite Ancestors Generation 26
Children: Hittite Ancestors Generation 24"
"45%","4582","Hittite Ancestors Generation 8","","","Father: Hittite Ancestors Generation 9
Children: Hittite Ancestors Generation 7","4604","Hittite Ancestors Generation 26","","","Father: Hittite Ancestors Generation 27
Children: Hittite Ancestors Generation 25"
"45%","4582","Hittite Ancestors Generation 8","","","Father: Hittite Ancestors Generation 9
Children: Hittite Ancestors Generation 7","4605","Hittite Ancestors Generation 27","","","Father: Hittite Ancestors Generation 28
Children: Hittite Ancestors Generation 26"
"45%","4582","Hittite Ancestors Generation 8","","","Father: Hittite Ancestors Generation 9
Children: Hittite Ancestors Generation 7","4606","Hittite Ancestors Generation 28","","","Father: Hittite Ancestors Generation 29
Children: Hittite Ancestors Generation 27"
"45%","4582","Hittite Ancestors Generation 8","","","Father: Hittite Ancestors Generation 9
Children: Hittite Ancestors Generation 7","4607","Hittite Ancestors Generation 29","","","Father: Hittite Ancestors Generation 30
Children: Hittite Ancestors Generation 28"
"45%","4582","Hittite Ancestors Generation 8","","","Father: Hittite Ancestors Generation 9
Children: Hittite Ancestors Generation 7","4608","Hittite Ancestors Generation 30","","","Father: Hittite Ancestors Generation 31
Children: Hittite Ancestors Generation 29"
"45%","4582","Hittite Ancestors Generation 8","","","Father: Hittite Ancestors Generation 9
Children: Hittite Ancestors Generation 7","4609","Hittite Ancestors Generation 31","","","Father: Hittite Ancestors Generation 32
Children: Hittite Ancestors Generation 30"
"45%","4582","Hittite Ancestors Generation 8","","","Father: Hittite Ancestors Generation 9
Children: Hittite Ancestors Generation 7","4611","Hittite Ancestors Generation 32","","","Father: Hittite Ancestors Generation 33
Children: Hittite Ancestors Generation 31"
"45%","4582","Hittite Ancestors Generation 8","","","Father: Hittite Ancestors Generation 9
Children: Hittite Ancestors Generation 7","4612","Hittite Ancestors Generation 33","","","Father: Hittite Ancestors Generation 34
Children: Hittite Ancestors Generation 32"
"45%","4582","Hittite Ancestors Generation 8","","","Father: Hittite Ancestors Generation 9
Children: Hittite Ancestors Generation 7","4614","Hittite Ancestors Generation 34","","","Father: Hittite Ancestors Generation 35
Children: Hittite Ancestors Generation 33"
"45%","4582","Hittite Ancestors Generation 8","","","Father: Hittite Ancestors Generation 9
Children: Hittite Ancestors Generation 7","4615","Hittite Ancestors Generation 35","","","Father: Hittite Ancestors Generation 36
Children: Hittite Ancestors Generation 34"
"45%","4582","Hittite Ancestors Generation 8","","","Father: Hittite Ancestors Generation 9
Children: Hittite Ancestors Generation 7","4616","Hittite Ancestors Generation 36","","","Father: Hittite Ancestors Generation 37
Children: Hittite Ancestors Generation 35"
"45%","4582","Hittite Ancestors Generation 8","","","Father: Hittite Ancestors Generation 9
Children: Hittite Ancestors Generation 7","4617","Hittite Ancestors Generation 37","","","Father: Hittite Ancestors Generation 38
Children: Hittite Ancestors Generation 36"
"45%","4582","Hittite Ancestors Generation 8","","","Father: Hittite Ancestors Generation 9
Children: Hittite Ancestors Generation 7","4618","Hittite Ancestors Generation 38","","","Father: Hittite Ancestors Generation 39
Children: Hittite Ancestors Generation 37"
"45%","4582","Hittite Ancestors Generation 8","","","Father: Hittite Ancestors Generation 9
Children: Hittite Ancestors Generation 7","4619","Hittite Ancestors Generation 39","","","Father: Hittite Ancestors Generation 40
Children: Hittite Ancestors Generation 38"
"45%","4582","Hittite Ancestors Generation 8","","","Father: Hittite Ancestors Generation 9
Children: Hittite Ancestors Generation 7","4620","Hittite Ancestors Generation 40","","","Father: Hittite Ancestors Generation 41
Children: Hittite Ancestors Generation 39"
"45%","4582","Hittite Ancestors Generation 8","","","Father: Hittite Ancestors Generation 9
Children: Hittite Ancestors Generation 7","4621","Hittite Ancestors Generation 41","","","Father: Hittite Ancestors Generation 42
Children: Hittite Ancestors Generation 40"
"45%","4582","Hittite Ancestors Generation 8","","","Father: Hittite Ancestors Generation 9
Children: Hittite Ancestors Generation 7","4623","Hittite Ancestors Generation 42","","","Father: Hittite Ancestors Generation 43
Children: Hittite Ancestors Generation 41"
"45%","4582","Hittite Ancestors Generation 8","","","Father: Hittite Ancestors Generation 9
Children: Hittite Ancestors Generation 7","4625","Hittite Ancestors Generation 43","","","Father: Hittite Ancestors Generation 44
Children: Hittite Ancestors Generation 42"
"45%","4582","Hittite Ancestors Generation 8","","","Father: Hittite Ancestors Generation 9
Children: Hittite Ancestors Generation 7","4626","Hittite Ancestors Generation 44","","","Father: Hittite Ancestors Generation 45
Children: Hittite Ancestors Generation 43"
"45%","4582","Hittite Ancestors Generation 8","","","Father: Hittite Ancestors Generation 9
Children: Hittite Ancestors Generation 7","4627","Hittite Ancestors Generation 45","","","Father: Hittite Ancestors Generation 46
Children: Hittite Ancestors Generation 44"
"45%","4582","Hittite Ancestors Generation 8","","","Father: Hittite Ancestors Generation 9
Children: Hittite Ancestors Generation 7","4628","Hittite Ancestors Generation 46","","","Father: Hittite Ancestors Generation 47
Children: Hittite Ancestors Generation 45"
"45%","4582","Hittite Ancestors Generation 8","","","Father: Hittite Ancestors Generation 9
Children: Hittite Ancestors Generation 7","4631","Greek parallel Hittite Ancestors Generation 49","","","Father: Helleno-Armenian Parallel Hittite Ancestors Generation 50
Children: Horus parallel among Hittite Ancestors Generation 48"
"45%","4582","Hittite Ancestors Generation 8","","","Father: Hittite Ancestors Generation 9
Children: Hittite Ancestors Generation 7","4632","Helleno-Armenian Parallel Hittite Ancestors Generation 50","","","Father: South Indo Europoean Parallel Hittite Ancestors Generation 51
Children: Greek parallel Hittite Ancestors Generation 49"
"45%","4583","Hittite Ancestors Generation 9","","","Father: Hittite Ancestors Generation 10
Children: Hittite Ancestors Generation 8","4587","Hittite Ancestors Generation 12","","","Father: Hittite Ancestors Generation 13
Children: Hittite Ancestors Generation 11"
"45%","4583","Hittite Ancestors Generation 9","","","Father: Hittite Ancestors Generation 10
Children: Hittite Ancestors Generation 8","4588","Hittite Ancestors Generation 13","","","Father: Hittite Ancestors Generation 14
Children: Hittite Ancestors Generation 12"
"45%","4583","Hittite Ancestors Generation 9","","","Father: Hittite Ancestors Generation 10
Children: Hittite Ancestors Generation 8","4589","Hittite Ancestors Generation 14","","","Father: Hittite Ancestors Generation 15
Children: Hittite Ancestors Generation 13"
"45%","4583","Hittite Ancestors Generation 9","","","Father: Hittite Ancestors Generation 10
Children: Hittite Ancestors Generation 8","4590","Hittite Ancestors Generation 15","","","Father: Hittite Ancestors Generation 16
Children: Hittite Ancestors Generation 14"
"45%","4583","Hittite Ancestors Generation 9","","","Father: Hittite Ancestors Generation 10
Children: Hittite Ancestors Generation 8","4592","Hittite Ancestors Generation 16","","","Father: Hittite Ancestors Generation 17
Children: Hittite Ancestors Generation 15"
"45%","4583","Hittite Ancestors Generation 9","","","Father: Hittite Ancestors Generation 10
Children: Hittite Ancestors Generation 8","4593","Hittite Ancestors Generation 17","","","Father: Hittite Ancestors Generation 18
Children: Hittite Ancestors Generation 16"
"45%","4583","Hittite Ancestors Generation 9","","","Father: Hittite Ancestors Generation 10
Children: Hittite Ancestors Generation 8","4594","Hittite Ancestors Generation 18","","","Father: Hittite Ancestors Generation 19
Children: Hittite Ancestors Generation 17"
"45%","4583","Hittite Ancestors Generation 9","","","Father: Hittite Ancestors Generation 10
Children: Hittite Ancestors Generation 8","4595","Hittite Ancestors Generation 19","","","Father: Hittite Ancestors Generation 20
Children: Hittite Ancestors Generation 18"
"45%","4583","Hittite Ancestors Generation 9","","","Father: Hittite Ancestors Generation 10
Children: Hittite Ancestors Generation 8","4596","Hittite Ancestors Generation 20","","","Father: Hittite Ancestors Generation 21
Children: Hittite Ancestors Generation 19"
"45%","4583","Hittite Ancestors Generation 9","","","Father: Hittite Ancestors Generation 10
Children: Hittite Ancestors Generation 8","4597","Hittite Ancestors Generation 21","","","Father: Hittite Ancestors Generation 22
Children: Hittite Ancestors Generation 20"
"45%","4583","Hittite Ancestors Generation 9","","","Father: Hittite Ancestors Generation 10
Children: Hittite Ancestors Generation 8","4599","Hittite Ancestors Generation 22","","","Father: Hittite Ancestors Generation 23
Children: Hittite Ancestors Generation 21"
"45%","4583","Hittite Ancestors Generation 9","","","Father: Hittite Ancestors Generation 10
Children: Hittite Ancestors Generation 8","4600","Hittite Ancestors Generation 23","","","Father: Hittite Ancestors Generation 24
Children: Hittite Ancestors Generation 22"
